unicode,sample,keywords,k_keywords
\U0001F30C,🌌,"milky way , space","은하수, 우주"
\U0002601,☁,"cloud , weather","구름, 날씨"
\U00026C5,⛅,"cloud , sun , sun behind cloud","구름, 태양, 태양 뒤 구름"
\U00026C8,⛈,"cloud , cloud with lightning and rain , rain , thunder","구름, 번개와 비, 비, 천둥"
\U0001F324,🌤,"cloud , sun , sun behind small cloud","구름, 태양, 작은 구름 뒤 태양"
\U0001F325,🌥,"cloud , sun , sun behind large cloud","구름, 태양, 큰 구름 뒤 태양"
\U0001F326,🌦,"cloud , rain , sun , sun behind rain cloud","구름, 비, 태양, 비 구름 뒤 태양"
\U0001F327,🌧,"cloud , cloud with rain , rain","구름, 비 구름, 비"
\U0001F328,🌨,"cloud , cloud with snow , cold , snow","구름, 눈 구름, 추운, 눈"
\U0001F329,🌩,"cloud , cloud with lightning , lightning","구름, 번개 구름, 번개"
\U0001F32A,🌪,"cloud , tornado , whirlwind","구름, 토네이도, 얼룩덜룩한, 허리케인, 회오리바람, 태풍"
\U0001F32B,🌫,"cloud , fog","구름, 안개"
\U0001F32C,🌬,"blow , cloud , face , wind","바람이 분다, 구름, 얼굴, 바람"
\U0001F300,🌀,"cyclone , dizzy , hurricane , twister , typhoon","사이클론, 어지러움, 허리케인, 회오리바람, 태풍"
\U0001F308,🌈,"rain , rainbow","비, 무지개"
\U0001F302,🌂,"closed umbrella , clothing , rain , umbrella","닫힌 우산, 의류, 비, 우산"
\U0002602,☂,"clothing , rain , umbrella","의류, 비, 우산"
\U0002614,☔,"clothing , drop , rain , umbrella , umbrella with rain drops","의류, 물방울, 비, 우산, 물방울이 떨어지는 우산"
\U00026F1,⛱,"rain , sun , umbrella , umbrella on ground","비, 태양, 우산, 땅에 놓인 우산"
\U00026A1,⚡,"danger , electric , high voltage , lightning , voltage , zap","위험, 전기, 고전압, 번개, 전압, 전격"
\U0002744,❄,"cold , snow , snowflake","추운, 눈, 눈송이"
\U0002603,☃,"cold , snow , snowman","추운, 눈, 눈사람"
\U00026C4,⛄,"cold , snow , snowman , snowman without snow","추운, 눈, 눈사람, 눈 없는 눈사람, 즐거운, 신나는"
\U0002604,☄,"comet , space","혜성, 우주"
\U0001F525,🔥,"fire , flame , tool","불, 불꽃, 도구, 더운"
\U0001F4A7,💧,"cold , comic , drop , droplet , sweat","추운, 만화, 떨어짐, 물방울, 땀, 비"
\U0001F30A,🌊,"ocean , water , wave","바다, 물, 파도, 여행, 즐거운, 가족"
\U0001F383,🎃,"celebration , halloween , jack , jack-o-lantern , lantern","축제, 할로윈, 잭, 잭 오 랜턴, 랜턴, 즐거운, 호박, 기념일"
\U0001F384,🎄,"celebration , Christmas , tree","축제, 크리스마스, 트리, 즐거운, 기념일, 파티, 가족, 친구, 연인, 선물"
\U0001F386,🎆,"celebration , fireworks","축제, 불꽃놀이, 즐거운, 파티, 가족, 친구, 연인, 선물"
\U0001F387,🎇,"celebration , fireworks , sparkle , sparkler","축제, 불꽃놀이, 반짝임, 스파클러, 즐거운, 기념일, 파티, 가족, 친구, 연인, 선물"
\U0001F9E8,🧨,"dynamite , explosive , firecracker , fireworks","다이너마이트, 폭죽, 불꽃놀이, 즐거운, 기념일, 파티, 가족, 친구, 연인, 선물"
\U0002728,✨,"* , sparkle , sparkles , star","반짝임, 반짝임, 별, 즐거운, 기념일, 파티, 가족, 친구, 연인, 선물"
\U0001F388,🎈,"balloon , celebration","풍선, 축제, 즐거운, 기념일, 파티, 가족, 친구, 연인, 선물"
\U0001F389,🎉,"celebration , party , popper , tada","축제, 파티, 풍선불, 즐거운, 기념일, 가족, 친구, 연인, 축하, 선물"
\U0001F38A,🎊,"ball , celebration , confetti","공, 축제, 종이 조각, 즐거운, 기념일, 파티, 가족, 친구, 연인, 축하, 선물"
\U0001F38B,🎋,"banner , celebration , Japanese , tanabata tree , tree","배너, 축제, 나무, 대나무"
\U0001F38D,🎍,"bamboo , celebration , Japanese , pine , pine decoration","대나무, 축제, 소나무, 소나무 장식"
\U0001F38E,🎎,"celebration , doll , festival , Japanese , Japanese dolls","축제, 인형, 결혼, 축하, 부부, 즐거운"
\U0001F38F,🎏,"carp , celebration , streamer","잉어, 축제, 줄, 즐거운, 가족, 친구, 연인"
\U0001F390,🎐,"bell , celebration , chime , wind","종, 축제, 종소리, 바람"
\U0001F391,🎑,"celebration , ceremony , moon , moon viewing ceremony","축제, 의식, 달, 달 구경, 명절, 밤, 저녁"
\U0001F9E7,🧧,"gift , good luck , hóngbāo , lai see , money , red envelope","선물, 행운, 홍바오, 라이시, 돈, 홍봉투, 축하, 기념"
\U0001F380,🎀,"celebration , ribbon","축제, 리본, 즐거운, 기념일, 파티, 가족, 친구, 연인, 축하, 선물"
\U0001F381,🎁,"box , celebration , gift , present , wrapped","상자, 축제, 선물, 포장된, 즐거운, 기념일, 파티, 가족, 친구, 연인, 축하"
\U0001F397,🎗,"celebration , reminder , ribbon","알림, 리본, 슬픈"
\U0001F39F,🎟,"admission , admission tickets , ticket","입장, 입장 티켓, 티켓, 즐거운, 기념일, 파티, 가족, 친구, 연인, 축제, 소풍, 여행"
\U0001F3AB,🎫,"admission , ticket","입장, 티켓, 즐거운, 기념일, 파티, 가족, 친구, 연인, 축제, 소풍, 여행"
\U0001F396,🎖,"celebration , medal , military","축제, 메달, 군대, 축하, 기념, 가족, 파티, 선물"
\U0001F3C6,🏆,"prize , trophy","상, 트로피, 축하, 기념, 가족, 파티, 선물, 즐거운, 기념일"
\U0001F3C5,🏅,"medal , sports medal","메달, 스포츠 메달, 축하, 기념, 가족, 파티, 선물, 즐거운, 기념일"
\U0001F947,🥇,"1st place medal , first , gold , medal","1등 메달, 첫 번째, 금, 메달, 축하, 기념, 가족, 파티, 선물, 즐거운, 기념일"
\U0001F948,🥈,"2nd place medal , medal , second , silver","2등 메달, 메달, 둘째, 은, 축하, 기념, 가족, 파티, 선물, 즐거운, 기념일"
\U0001F949,🥉,"3rd place medal , bronze , medal , third","3등 메달, 청동, 메달, 셋째, 축하, 기념, 가족, 파티, 선물, 즐거운, 기념일"
\U00026BD,⚽,"ball , football , soccer","공, 축구, 축구"
\U00026BE,⚾,"ball , baseball","공, 야구"
\U0001F94E,🥎,"ball , glove , softball , underarm","공, 글러브, 소프트볼, 언더암"
\U0001F3C0,🏀,"ball , basketball , hoop","공, 농구, 바스켓"
\U0001F3D0,🏐,"ball , game , volleyball","공, 게임, 배구"
\U0001F3C8,🏈,"american , ball , football","미식, 공, 야구"
\U0001F3C9,🏉,"ball , football , rugby","공, 미식, 럭비"
\U0001F3BE,🎾,"ball , racquet , tennis","공, 라켓, 테니스"
\U0001F94F,🥏,"flying disc , ultimate","플라잉 디스크, 얼티밋"
\U0001F3B3,🎳,"ball , bowling , game","공, 볼링, 게임"
\U0001F3CF,🏏,"ball , bat , cricket game , game","공, 배트, 크리켓 게임, 게임"
\U0001F3D1,🏑,"ball , field , game , hockey , stick","공, 필드, 게임, 하키, 스틱"
\U0001F3D2,🏒,"game , hockey , ice , puck , stick","게임, 하키, 아이스, 퍽, 스틱"
\U0001F94D,🥍,"ball , goal , lacrosse , stick","공, 골, 라크로스, 스틱"
\U0001F3D3,🏓,"ball , bat , game , paddle , ping pong , table tennis","공, 배트, 게임, 패들, 핑퐁, 탁구"
\U0001F3F8,🏸,"badminton , birdie , game , racquet , shuttlecock","배드민턴, 버디, 게임, 라켓, 셔틀콕"
\U0001F94A,🥊,"boxing , glove","복싱, 글러브"
\U0001F94B,🥋,"judo , karate , martial arts , martial arts uniform , taekwondo , uniform","유도, 가라테, 무술, 무술 유니폼, 태권도, 유니폼"
\U0001F945,🥅,"goal , net","골, 그물"
\U00026F3,⛳,"flag in hole , golf , hole","홀, 골프, 홀"
\U00026F8,⛸,"ice , skate","얼음, 스케이트"
\U0001F3A3,🎣,"fish , fishing pole , pole","물고기, 낚싯대, 막대"
\U0001F93F,🤿,"diving , diving mask , scuba , snorkeling","다이빙, 다이빙 마스크, 스쿠버, 스노클링"
\U0001F3BD,🎽,"athletics , running , sash , shirt","육상, 달리기, 전투, 셔츠"
\U0001F3BF,🎿,"ski , skis , snow","스키, 스키, 눈"
\U0001F6F7,🛷,"sled , sledge , sleigh , luge , toboggan","썰매, 썰매, 눈썰매"
\U0001F94C,🥌,"curling stone , game , rock","컬링 스톤, 게임, 록"
\U0001F3AF,🎯,"bullseye , dart , direct hit , game , hit , target","바울아이, 다트, 정확한 명중, 게임, 명중, 목표"
\U0001FA80,🪀,"fluctuate , toy , yo-yo","변동하다, 장난감, 요요, 선물"
\U0001FA81,🪁,"fly , kite , soar","날다, 연, 솟다, 선물"
\U0001F52B,🔫,"gun , handgun , pistol , revolver , tool , water , weapon","총, 핸드건, 권총, 리볼버, 도구, 물, 무기"
\U0001F3B1,🎱,"8 , ball , billiard , eight , game , pool 8 ball","8, 공, 당구, 팔, 게임, 풀 8볼"
\U0001F52E,🔮,"ball , crystal , fairy tale , fantasy , fortune , tool","공, 크리스탈, 동화, 판타지, 운세, 도구, 즐거운"
\U0001FA84,🪄,"magic , magic wand , witch , wizard","마법, 마법 지팡이, 마녀, 마법사, 즐거운"
\U0001F3AE,🎮,"controller , game , video game","컨트롤러, 게임, 비디오 게임"
\U0001F579,🕹,"game , joystick , video game","게임, 조이스틱, 비디오 게임"
\U0001F3B0,🎰,"game , slot , slot machine","게임, 슬롯, 슬롯 머신"
\U0001F3B2,🎲,"dice , die , game","주사위, 게임, 주사위"
\U0001F9E9,🧩,"clue , interlocking , jigsaw , piece , puzzle","단서, 인터록킹, 직소, 조각, 퍼즐, 선물"
\U0001F9F8,🧸,"plaything , plush , stuffed , teddy bear , toy","놀이감, 부드러운, 봉제, 곰인형, 장난감, 선물"
\U0001FA85,🪅,"celebration , party , piñata","축하, 파티, 피냐타"
\U0001FAA9,🪩,"dance , disco , glitter , mirror ball , party","춤, 디스코, 반짝임, 거울 공, 파티"
\U0001FA86,🪆,"doll , nesting , nesting dolls , russia","인형, 네스팅, 러시아, 네스팅 인형"
\U0002660,♠,"card , game , spade suit","카드, 게임, 스페이드 문양"
\U0002665,♥,"card , game , heart suit","카드, 게임, 하트 문양"
\U0002666,♦,"card , diamond suit , game","카드, 다이아몬드 문양, 게임"
\U0002663,♣,"card , club suit , game","카드, 클럽 문양, 게임"
\U000265F,♟,"chess , chess pawn , dupe , expendable","체스, 체스 폰, 속임수, 소비용품"
\U0001F0CF,🃏,"card , game , joker , wildcard","카드, 게임, 조커, 와일드카드"
\U0001F004,🀄,"game , mahjong , mahjong red dragon , red","게임, 마작, 마작 레드 드래곤, 빨간색"
\U0001F3B4,🎴,"card , flower , flower playing cards , game , Japanese , playing","카드, 꽃, 화투, 게임, 일본, 카드놀이"
\U0001F3AD,🎭,"art , mask , performing , performing arts , theater , theatre","예술, 가면, 연극, 연극"
\U0001F5BC,🖼,"art , frame , framed picture , museum , painting , picture","예술, 액자, 액자 사진, 박물관, 그림, 사진"
\U0001F3A8,🎨,"art , artist palette , museum , painting , palette","예술, 작가 팔레트, 박물관, 그림, 팔레트"
\U0001F9F5,🧵,"needle , sewing , spool , string , thread","바늘, 바느질, 고리, 실, 실"
\U0001FAA1,🪡,"embroidery , needle , sewing , stitches , sutures , tailoring","자수, 바늘, 바느질, 스티치, 봉제, 재봉"
\U0001F9F6,🧶,"ball , crochet , knit , yarn","공, 크로셰, 뜨개질, 실"
\U0001FAA2,🪢,"knot , rope , tangled , tie , twine , twist","매듭, 로프, 엉키다, 매듭, 가느다란 줄, 비틀기"
\U0001F453,👓,"clothing , eye , eyeglasses , eyewear , glasses","의류, 눈, 안경"
\U0001F576,🕶,"dark , eye , eyewear , glasses , sunglasses","어두운, 눈, 안경, 안경, 선글라스, 여행, 즐거운"
\U0001F97D,🥽,"eye protection , goggles , swimming , welding","눈 보호, 고글, 수영, 용접"
\U0001F97C,🥼,"doctor , experiment , lab coat , scientist","의사, 실험, 연구실 코트, 과학자, 약, 슬픈"
\U0001F9BA,🦺,"emergency , safety , vest","긴급, 안전, 조끼"
\U0001F454,👔,"clothing , necktie , tie","의류, 넥타이, 넥타이"
\U0001F455,👕,"clothing , shirt , t-shirt , tshirt","의류, 셔츠, 티셔츠"
\U0001F456,👖,"clothing , jeans , pants , trousers","의류, 청바지, 바지"
\U0001F9E3,🧣,"neck , scarf","목, 스카프, 추운, 겨울"
\U0001F9E4,🧤,"gloves , hand","장갑, 손, 추운, 겨울"
\U0001F9E5,🧥,"coat , jacket","코트, 재킷, 추운, 겨울"
\U0001F9E6,🧦,"socks , stocking","양말, 스타킹"
\U0001F457,👗,"clothing , dress","의류, 드레스, 파티, 축하, 기념일, 기념, 선물, 즐거운"
\U0001F458,👘,"clothing , kimono",의류
\U0001F97B,🥻,"clothing , dress , sari","의류, 드레스, 사리"
\U0001FA71,🩱,"bathing suit , one-piece swimsuit","수영복, 원피스 수영복, 여행, 가족, 친구, 연인, 즐거운"
\U0001FA72,🩲,"bathing suit , briefs , one-piece , swimsuit , underwear","수영복, 속옷, 원피스, 수영복, 속옷, 여행, 가족, 친구, 연인, 즐거운"
\U0001FA73,🩳,"bathing suit , pants , shorts , underwear","수영복, 바지, 반바지, 속옷, 여행, 가족, 친구, 연인, 즐거운"
\U0001F459,👙,"bikini , clothing , swim","비키니, 의류, 수영복, 여행, 가족, 친구, 연인, 즐거운"
\U0001F45A,👚,"clothing , woman , woman’s clothes","의류, 여자, 여성의 옷"
\U0001FAAD,🪭,"cooling , dance , fan , flutter , folding hand fan , hot , shy","시원함, 춤, 부채, 날리다, 접는 부채, 더위, 수줍음"
\U0001F45B,👛,"clothing , coin , purse","의류, 동전, 지갑"
\U0001F45C,👜,"bag , clothing , handbag , purse","가방, 의류, 핸드백, 지갑"
\U0001F45D,👝,"bag , clothing , clutch bag , pouch","가방, 의류, 클러치 가방, 주머니"
\U0001F6CD,🛍,"bag , hotel , shopping , shopping bags","가방, 호텔, 쇼핑, 쇼핑백"
\U0001F392,🎒,"backpack , bag , rucksack , satchel , school","배낭, 가방, 럭삭, 가방, 서류 가방, 학교"
\U0001FA74,🩴,"beach sandals , sandals , thong sandal , thong sandals , thongs , zōri","해변 샌들, 샌들, 통샌들, 쓰리끈샌들, 통증, 조리"
\U0001F45E,👞,"clothing , man , man’s shoe , shoe","의류, 남자, 남자 신발, 신발"
\U0001F45F,👟,"athletic , clothing , running shoe , shoe , sneaker","운동화, 의류, 런닝화, 신발, 스니커즈"
\U0001F97E,🥾,"backpacking , boot , camping , hiking","배낭, 부츠, 캠핑, 하이킹"
\U0001F97F,🥿,"ballet flat , flat shoe , slip-on , slipper","발레 플랫, 평택 신발, 슬립온, 슬리퍼"
\U0001F460,👠,"clothing , heel , high-heeled shoe , shoe , woman","의류, 뒷굽, 하이힐 신발, 신발, 여자"
\U0001F461,👡,"clothing , sandal , shoe , woman , woman’s sandal","의류, 샌들, 신발, 여자, 여성용 샌들"
\U0001FA70,🩰,"ballet , ballet shoes , dance","발레, 발레 신발, 댄스"
\U0001F462,👢,"boot , clothing , shoe , woman , woman’s boot","부츠, 의류, 신발, 여자, 여성용 부츠"
\U0001FAAE,🪮,"Afro , comb , hair , pick","아프로, 빗, 머리, 뽀송이"
\U0001F451,👑,"clothing , crown , king , queen","의류, 왕관, 왕, 여왕, 특별"
\U0001F452,👒,"clothing , hat , woman , woman’s hat","의류, 모자, 여자, 여성용 모자"
\U0001F3A9,🎩,"clothing , hat , top , tophat","의류, 모자, 탑, 탑햇"
\U0001F393,🎓,"cap , celebration , clothing , graduation , hat","모자, 축하, 의류, 졸업, 기념일, 기념, 가족, 파티, 친구, 선물, 즐거운"
\U0001F9E2,🧢,"baseball cap , billed cap","야구 모자, 책임있는 모자"
\U0001FA96,🪖,"army , helmet , military , soldier , warrior","군대, 헬멧, 군인, 전사"
\U00026D1,⛑,"aid , cross , face , hat , helmet , rescue worker’s helmet","구호, 십자가, 얼굴, 모자, 헬멧, 구조대 헬멧"
\U0001F4FF,📿,"beads , clothing , necklace , prayer , religion","구슬, 의류, 목걸이, 기도, 종교"
\U0001F484,💄,"cosmetics , lipstick , makeup","화장품, 립스틱, 메이크업"
\U0001F48D,💍,"diamond , ring","다이아몬드, 반지, 기념일, 선물, 즐거운, 파티, 축하, 선물"
\U0001F48E,💎,"diamond , gem , gem stone , jewel","다이아몬드, 보석, 보석돌, 기념일, 선물, 즐거운, 파티, 축하, 선물"
\U0001F507,🔇,"mute , muted speaker , quiet , silent , speaker","음소거, 음소거 스피커, 조용한, 무성한, 스피커"
\U0001F508,🔈,"soft , speaker low volume","소리 작게하는, 스피커 저음"
\U0001F509,🔉,"medium , speaker medium volume","중간, 스피커 중간 볼륨"
\U0001F50A,🔊,"loud , speaker high volume","크게, 스피커 큰 볼륨"
\U0001F4E2,📢,"loud , loudspeaker , public address","큰 소리, 스피커 큰 볼륨, 화난"
\U0001F4E3,📣,"cheering , megaphone","환호, 메가폰"
\U0001F4EF,📯,"horn , post , postal","뿔, 우체국, 우표"
\U0001F514,🔔,bell,종
\U0001F515,🔕,"bell , bell with slash , forbidden , mute , quiet , silent","슬래시가 있는 종, 금지, 음소거, 조용한, 무성한"
\U0001F3BC,🎼,"music , musical score , score","음악, 악보, 즐거운"
\U0001F3B5,🎵,"music , musical note , note","음악, 음표, 즐거운"
\U0001F3B6,🎶,"music , musical notes , note , notes","음악, 음표들, 음표, 즐거운"
\U0001F399,🎙,"mic , microphone , music , studio","마이크, 마이크로폰, 음악, 스튜디오, 즐거운"
\U0001F39A,🎚,"level , music , slider","레벨, 음악, 슬라이더"
\U0001F39B,🎛,"control , knobs , music","컨트롤, 조절기, 음악"
\U0001F3A4,🎤,"karaoke , mic , microphone","노래방, 마이크, 마이크로폰"
\U0001F3A7,🎧,"earbud , headphone","이어버드, 헤드폰"
\U0001F4FB,📻,"radio , video","라디오, 비디오"
\U0001F3B7,🎷,"instrument , music , sax , saxophone","악기, 음악, 색소폰"
\U0001FA97,🪗,"accordion , concertina , squeeze box","아코디언, 콘서티나, 스퀴즈 박스"
\U0001F3B8,🎸,"guitar , instrument , music","기타, 악기, 음악"
\U0001F3B9,🎹,"instrument , keyboard , music , musical keyboard , piano","악기, 키보드, 음악, 음악 키보드, 피아노"
\U0001F3BA,🎺,"instrument , music , trumpet","악기, 음악, 트럼펫"
\U0001F3BB,🎻,"instrument , music , violin","악기, 음악, 바이올린"
\U0001FA95,🪕,"banjo , music , stringed","반주, 음악, 현악기"
\U0001F941,🥁,"drum , drumsticks , music","드럼, 드럼 스틱, 음악"
\U0001FA98,🪘,"beat , conga , drum , long drum , rhythm","비트, 콩가, 드럼, 롱 드럼, 리듬"
\U0001FA87,🪇,"instrument , maracas , music , percussion , rattle , shake","악기, 마라카스, 음악, 타악기, 흔들다, 흔들리다"
\U0001FA88,🪈,"fife , flute , music , pipe , recorder , woodwind","피프, 플루트, 음악, 파이프, 리코더, 우드윈드"
\U0001F4F1,📱,"cell , mobile , phone , telephone","핸드폰, 모바일, 전화기, 전화"
\U0001F4F2,📲,"arrow , cell , mobile , mobile phone with arrow , phone , receive","화살표, 핸드폰, 모바일, 모바일 전화기와 화살표, 전화, 수신"
\U000260E,☎,"phone , telephone","전화, 전화기"
\U0001F4DE,📞,"phone , receiver , telephone","전화, 수화기, 전화기"
\U0001F4DF,📟,pager,호출기
\U0001F4E0,📠,"fax , fax machine","팩스, 팩스 기계"
\U0001F50B,🔋,battery,배터리
\U0001FAAB,🪫,"electronic , low battery , low energy","전자, 낮은 배터리, 에너지 부족, 화난, 슬픈"
\U0001F50C,🔌,"electric , electricity , plug","전기, 전력, 플러그"
\U0001F4BB,💻,"computer , laptop , pc , personal","컴퓨터, 노트북, 개인용 컴퓨터"
\U0001F5A5,🖥,"computer , desktop","컴퓨터, 데스크탑"
\U0001F5A8,🖨,"computer , printer","컴퓨터, 프린터"
\U0002328,⌨,"computer , keyboard","컴퓨터, 키보드"
\U0001F5B1,🖱,"computer , computer mouse","컴퓨터, 컴퓨터 마우스"
\U0001F5B2,🖲,"computer , trackball","컴퓨터, 트랙볼"
\U0001F4BD,💽,"computer , disk , minidisk , optical","컴퓨터, 디스크, 미니디스크, 광학"
\U0001F4BE,💾,"computer , disk , floppy","컴퓨터, 디스크, 플로피"
\U0001F4BF,💿,"CD , computer , disk , optical","CD, 컴퓨터, 디스크, 광학"
\U0001F4C0,📀,"Blu-ray , computer , disk , dvd , DVD , optical","블루레이, 컴퓨터, 디스크, DVD, DVD, 광학"
\U0001F9EE,🧮,"abacus , calculation","계산판, 계산"
\U0001F3A5,🎥,"camera , cinema , movie","카메라, 영화, 영화 카메라"
\U0001F39E,🎞,"cinema , film , frames , movie","영화관, 필름, 프레임, 영화"
\U0001F4FD,📽,"cinema , film , movie , projector , video","영화관, 필름, 영화, 프로젝터, 비디오"
\U0001F3AC,🎬,"clapper , clapper board , movie","클랩, 클랩 보드, 영화"
\U0001F4FA,📺,"television , tv , video","텔레비전, TV, 비디오"
\U0001F4F7,📷,"camera , video","카메라, 비디오"
\U0001F4F8,📸,"camera , camera with flash , flash , video","카메라, 플래시가 있는 카메라, 플래시, 비디오"
\U0001F4F9,📹,"camera , video","카메라, 비디오"
\U0001F4FC,📼,"tape , vhs , video , videocassette","테이프, VHS, 비디오, 비디오 카세트"
\U0001F50D,🔍,"glass , magnifying , magnifying glass tilted left , search , tool","유리, 확대, 오른쪽으로 기울인 확대경, 검색, 도구"
\U0001F50E,🔎,"glass , magnifying , magnifying glass tilted right , search , tool","유리, 확대, 왼쪽으로 기울인 확대경, 검색, 도구"
\U0001F56F,🕯,"candle , light","양초, 빛"
\U0001F4A1,💡,"bulb , comic , electric , idea , light","전구, 만화, 전기, 아이디어, 빛"
\U0001F526,🔦,"electric , flashlight , light , tool , torch","전기, 손전등, 빛, 도구, 토치"
\U0001F3EE,🏮,"bar , lantern , light , red , red paper lantern","바, 랜턴, 빛, 빨간색, 빨간 종이 랜턴"
\U0001FA94,🪔,"diya , lamp , oil","디야, 램프, 오일"
\U0001F4D4,📔,"book , cover , decorated , notebook , notebook with decorative cover","책, 표지, 장식된, 노트북, 장식 표지의 노트북"
\U0001F4D5,📕,"book , closed","책, 닫힌"
\U0001F4D6,📖,"book , open","책, 열린"
\U0001F4D7,📗,"book , green","책, 녹색"
\U0001F4D8,📘,"blue , book","파랑, 책"
\U0001F4D9,📙,"book , orange","책, 주황색"
\U0001F4DA,📚,"book , books","책, 책들"
\U0001F4D3,📓,notebook,노트북
\U0001F4D2,📒,"ledger , notebook","원장, 노트북"
\U0001F4C3,📃,"curl , document , page , page with curl","곱다, 문서, 페이지, 구겨진 페이지"
\U0001F4DC,📜,"paper , scroll","용지, 스크롤"
\U0001F4C4,📄,"document , page , page facing up","문서, 페이지, 위로 향하는 페이지"
\U0001F4F0,📰,"news , newspaper , paper","뉴스, 신문, 종이"
\U0001F5DE,🗞,"news , newspaper , paper , rolled , rolled-up newspaper","뉴스, 신문, 종이, 말아 올린, 말아 올린 신문"
\U0001F4D1,📑,"bookmark , mark , marker , tabs","북마크, 표시, 마커, 탭"
\U0001F516,🔖,"bookmark , mark","북마크, 표시"
\U0001F3F7,🏷,label,라벨
\U0001F4B0,💰,"bag , dollar , money , moneybag","가방, 달러, 돈, 돈 가방"
\U0001FA99,🪙,"coin , gold , metal , money , silver , treasure","동전, 금, 금속, 돈, 은, 보물"
\U0001F4B4,💴,"banknote , bill , currency , money , note , yen","지폐, 계산, 통화, 돈, 지폐, 엔"
\U0001F4B5,💵,"banknote , bill , currency , dollar , money , note","지폐, 계산, 통화, 달러, 돈, 지폐"
\U0001F4B6,💶,"banknote , bill , currency , euro , money , note","지폐, 계산, 통화, 유로, 돈, 지폐"
\U0001F4B7,💷,"banknote , bill , currency , money , note , pound","지폐, 계산, 통화, 돈, 지폐, 파운드"
\U0001F4B8,💸,"banknote , bill , fly , money , money with wings , wings","지폐, 계산, 날다, 돈, 날개가 달린 돈, 날개, 화난, 슬픈"
\U0001F4B3,💳,"card , credit , money","카드, 신용, 돈"
\U0001F9FE,🧾,"accounting , bookkeeping , evidence , proof , receipt","회계, 장부, 증거, 증명, 영수증"
\U0001F4B9,💹,"chart , chart increasing with yen , graph , growth , money , yen","차트, 엔증가 차트, 그래프, 성장, 돈, 즐거운, 놀라운"
\U0002709,✉,"email , envelope , letter","이메일, 봉투, 편지"
\U0001F4E7,📧,"e-mail , email , letter , mail","이메일, 편지, 우편"
\U0001F4E8,📨,"e-mail , email , envelope , incoming , letter , receive","이메일, 이메일, 봉투, 수신, 편지, 받다"
\U0001F4E9,📩,"arrow , e-mail , email , envelope , envelope with arrow , outgoing","화살표, 이메일, 이메일, 봉투, 화살표가 달린 봉투, 발신"
\U0001F4E4,📤,"box , letter , mail , outbox , sent , tray","상자, 편지, 우편, 발신함, 보낸, 트레이"
\U0001F4E5,📥,"box , inbox , letter , mail , receive , tray","상자, 받은 편지함, 편지, 우편, 받다, 트레이"
\U0001F4E6,📦,"box , package , parcel","상자, 소포, 우편물"
\U0001F4EB,📫,"closed , closed mailbox with raised flag , mail , mailbox , postbox","닫힌, 깃발이 들어올린 닫힌 우체통, 우편, 우체통, 우편함"
\U0001F4EA,📪,"closed , closed mailbox with lowered flag , lowered , mail , mailbox , postbox","닫힌, 깃발이 내려간 닫힌 우체통, 내려간, 우편, 우체통, 우편함"
\U0001F4EC,📬,"mail , mailbox , open , open mailbox with raised flag , postbox","우편, 우체통, 열린, 깃발이 들어올린 열린 우체통, 우편함"
\U0001F4ED,📭,"lowered , mail , mailbox , open , open mailbox with lowered flag , postbox","내려간, 우편, 우체통, 열린, 깃발이 내려간 열린 우체통, 우편함"
\U0001F4EE,📮,"mail , mailbox , postbox","우편, 우체통, 우편함"
\U0001F5F3,🗳,"ballot , ballot box with ballot , box","선거, 선거 우편함, 상자"
\U000270F,✏,pencil,연필
\U0002712,✒,"black nib , nib , pen","검은 잉크통, 잉크통, 펜"
\U0001F58B,🖋,"fountain , pen",만년필
\U0001F58A,🖊,"ballpoint , pen",볼펜
\U0001F58C,🖌,"paintbrush , painting","붓, 그림"
\U0001F58D,🖍,crayon,크레용
\U0001F4DD,📝,"memo , pencil","메모, 연필"
\U0001F4BC,💼,briefcase,"서류가방, 화난, 슬픈, 직장, 회사, 회식"
\U0001F4C1,📁,"file , folder","파일, 폴더"
\U0001F4C2,📂,"file , folder , open","파일, 폴더, 열린"
\U0001F5C2,🗂,"card , dividers , index","카드, 구분자, 인덱스"
\U0001F4C5,📅,"calendar , date","달력, 날짜"
\U0001F4C6,📆,"calendar , tear-off calendar","달력, 뜯어내는 달력"
\U0001F5D2,🗒,"note , pad , spiral , spiral notepad","노트, 메모장, 나선형, 나선형 노트"
\U0001F5D3,🗓,"calendar , pad , spiral","달력, 메모장, 나선형"
\U0001F4C7,📇,"card , index , rolodex","카드, 인덱스, 회전판"
\U0001F4C8,📈,"chart , chart increasing , graph , growth , trend , upward","차트, 상승 차트, 그래프, 성장, 경향, 상승, 놀라운, 즐거운"
\U0001F4C9,📉,"chart , chart decreasing , down , graph , trend","차트, 하강 차트, 하락, 그래프, 경향, 화난, 슬픈"
\U0001F4CA,📊,"bar , chart , graph","막대, 차트, 그래프"
\U0001F4CB,📋,clipboard,클립보드
\U0001F4CC,📌,"pin , pushpin","핀, 밥핀"
\U0001F4CD,📍,"pin , pushpin , round pushpin","핀, 밥핀, 둥근 밥핀"
\U0001F4CE,📎,paperclip,"클립, 클립보드 클립"
\U0001F587,🖇,"link , linked paperclips , paperclip","링크, 연결된 클립, 클립"
\U0001F4CF,📏,"ruler , straight edge , straight ruler","자, 직각자, 직각자"
\U0001F4D0,📐,"ruler , set , triangle , triangular ruler","자, 세트, 삼각자, 삼각형 자"
